1453661139,47.86,59.00,0,0
1453661140,47.98,58.55,1,1
1453661141,47.98,58.10,1,1
1453661142,47.98,58.10,1,1
1453661143,47.86,57.65,1,1
1453661144,47.98,57.65,1,1
1453661145,47.98,55.85,1,1
1453661146,47.98,55.85,1,1
1453661147,47.98,55.40,1,1
1453661148,47.86,54.50,1,1
1453661149,47.98,54.50,1,1
1453661150,47.98,54.50,1,1
1453661151,47.98,54.50,1,1
1453661152,47.98,54.05,1,1
1453661153,47.98,54.05,1,1
1453661154,48.09,54.05,1,1
1453661155,47.98,53.60,1,1
1453661156,47.98,53.60,1,1
1453661157,47.98,53.60,1,1
1453661158,47.98,53.15,1,1
1453661159,47.98,53.15,0,1
1453661160,48.09,53.60,0,1
1453661161,47.98,53.60,0,1
1453661162,48.09,53.60,0,1
1453661163,48.09,53.60,0,1
1453661164,48.09,53.15,0,1
1453661165,48.09,53.60,0,1
1453661166,48.20,53.15,0,1
1453661167,48.09,53.15,0,1
1453661168,48.09,53.60,0,1
1453661169,48.20,53.60,0,1
1453661170,48.20,53.60,0,1
1453661171,48.20,53.60,0,1
1453661172,48.20,53.60,0,1
1453661173,48.20,53.60,0,1
1453661174,48.20,53.60,0,1
1453661175,48.20,53.60,0,1
1453661176,48.20,53.60,0,1
1453661177,48.31,53.60,0,1
1453661178,48.31,53.60,0,1
1453661179,48.31,54.05,0,1
1453661180,48.31,54.05,0,1
1453661181,48.31,54.05,0,1
1453661182,48.31,54.05,0,1
1453661183,48.20,54.05,0,1
1453661184,48.31,54.05,0,1
1453661186,48.31,54.50,0,1
1453661187,48.31,54.50,0,1
1453661188,48.31,54.50,0,1
1453661189,48.31,54.50,0,1
1453661190,48.31,54.95,0,1
1453661191,48.31,54.95,0,1
1453661192,48.31,54.95,0,1
1453661193,48.31,54.95,0,1
1453661194,48.31,54.95,0,1
1453661195,48.31,55.40,0,1
1453661196,48.31,55.40,0,1
1453661197,48.31,55.85,0,1
1453661198,48.31,55.85,0,1
1453661199,48.31,56.30,0,1
1453661200,48.42,56.30,0,1
1453661201,48.42,56.30,0,1
1453661202,48.31,56.30,0,1
1453661203,48.31,56.30,0,1
1453661204,48.42,56.75,0,1
1453661205,48.31,57.20,0,1
1453661206,48.31,56.75,0,1
1453661207,48.42,57.20,0,1
1453661208,48.31,57.20,0,1
1453661209,48.42,57.65,0,1
1453661210,48.31,58.10,0,1
1453661211,48.31,58.10,0,1
1453661212,48.31,58.10,0,1
1453661213,48.42,58.55,0,1
1453661214,48.31,58.55,0,1
1453661215,48.31,58.55,0,1
1453661216,48.42,59.00,0,1
1453661217,48.42,59.90,0,1
1453661218,48.42,59.45,0,1
1453661219,48.42,59.45,0,1
1453661220,48.42,59.45,0,1
1453661221,48.42,59.45,0,1
1453661222,48.42,60.35,0,1
1453661223,48.54,60.80,0,1
1453661224,48.54,61.25,0,1
1453661225,48.65,61.25,0,1
1453661226,48.54,61.25,0,1
1453661227,48.54,62.15,0,1
1453661228,48.54,62.60,0,1
1453661229,48.54,62.15,0,1
1453661230,48.54,62.15,0,1
1453661231,48.54,62.60,0,1
1453661232,48.65,63.05,0,1
1453661233,48.54,63.50,0,1
1453661234,48.54,63.50,0,1
1453661235,48.65,64.40,0,1
1453661236,48.65,64.40,0,1
1453661237,48.65,64.85,0,1
1453661238,48.65,65.30,0,1
1453661239,48.65,65.30,0,1
1453661240,48.65,65.75,0,1
1453661241,48.65,66.20,0,1
1453661242,48.65,66.20,0,1
1453661243,48.65,66.65,0,1
1453661244,48.65,67.10,0,1
1453661245,48.65,67.55,0,1
1453661246,48.65,68.00,0,1
1453661247,48.65,68.00,0,1
1453661248,48.65,68.00,0,1
1453661249,48.65,68.45,0,1
1453661250,48.76,68.45,0,1
1453661251,48.65,68.45,0,1
1453661252,48.65,69.35,0,1
1453661253,48.65,68.90,0,1
1453661254,48.76,69.80,0,1
1453661255,48.65,69.80,0,1
1453661256,48.76,69.80,0,1
1453661257,48.76,70.70,0,1
1453661258,48.76,71.60,0,1
1453661259,48.76,72.05,0,1
1453661260,48.76,72.50,0,1
1453661261,48.76,72.95,0,1
1453661262,48.76,73.40,0,1
1453661263,48.76,73.85,0,1
1453661264,48.76,74.30,0,1
1453661265,48.65,74.75,0,1
1453661266,48.65,74.75,0,1
1453661267,48.65,74.75,0,1
1453661268,48.76,75.20,0,1
1453661269,48.65,75.20,0,1
1453661270,48.76,76.10,0,1
1453661271,48.76,76.55,0,1
1453661272,48.76,76.55,0,1
1453661273,48.76,77.00,0,1
1453661274,48.76,77.00,0,1
1453661275,48.76,76.55,0,1
1453661276,48.76,76.55,0,1
1453661277,48.88,77.45,0,1
1453661278,48.76,77.45,0,1
1453661279,48.88,77.90,0,1
1453661280,48.76,78.35,0,1
1453661281,48.88,78.35,0,1
1453661282,48.88,78.80,0,1
1453661283,48.88,78.80,0,1
1453661284,48.88,79.70,0,1
1453661285,48.88,80.15,0,1
1453661286,48.88,80.15,0,1
1453661287,48.88,80.60,0,1
1453661288,48.99,81.05,0,1
1453661289,48.99,81.05,0,1
1453661290,48.88,81.95,0,1
1453661291,48.99,81.50,0,1
1453661292,48.99,81.95,0,1
1453661293,48.99,82.40,0,1
1453661294,48.99,82.85,0,1
1453661295,48.99,83.30,0,1
1453661296,48.99,83.75,0,1
1453661297,48.99,83.30,0,1
1453661298,48.99,84.20,0,1
1453661299,49.10,84.65,0,1
1453661300,48.99,85.10,0,1
1453661301,48.99,85.10,0,1
1453661302,48.99,85.55,0,1
1453661303,48.99,85.10,0,1
1453661304,48.99,86.00,0,1
1453661305,48.99,86.00,0,1
1453661306,48.99,86.45,0,1
1453661307,48.88,86.00,0,1
1453661308,48.88,87.35,0,1
1453661309,48.88,87.35,0,1
1453661310,48.99,86.90,0,1
1453661311,48.99,86.90,0,1
1453661312,48.99,87.35,0,1
1453661313,48.99,88.70,0,1
1453661314,48.99,89.60,0,1
1453661315,48.99,89.60,0,1
1453661317,48.99,88.70,0,1
1453661318,48.99,90.05,0,1
1453661319,48.99,90.50,0,1
1453661320,48.99,90.95,0,1
1453661321,48.99,90.95,0,1
1453661322,48.99,90.95,0,1
1453661323,49.10,91.85,0,1
1453661324,49.10,91.85,0,1
1453661325,49.10,92.75,0,1
1453661326,49.10,93.20,0,1
1453661327,48.99,94.10,0,1
1453661328,49.10,94.10,0,1
1453661329,49.10,93.65,0,1
1453661330,49.10,94.55,0,1
1453661331,49.10,94.55,0,1
1453661332,49.10,94.55,0,1
1453661333,49.10,95.00,0,1
1453661334,49.21,96.35,0,1
1453661335,49.21,96.35,0,1
1453661336,49.10,96.80,0,1
1453661337,49.21,97.25,0,1
1453661338,49.10,98.15,0,1
1453661339,49.21,98.15,0,1
1453661340,49.21,98.60,0,1
1453661341,49.21,98.60,0,1
1453661342,49.21,99.05,0,1
1453661343,49.21,99.50,0,1
1453661344,49.21,99.95,0,1
1453661345,49.21,99.95,0,1
1453661346,49.21,100.40,0,1
1453661347,49.21,100.85,0,1
1453661348,49.21,101.30,0,1
1453661349,49.33,101.75,0,1
1453661350,49.21,102.20,0,1
1453661351,49.21,101.75,0,1
1453661352,49.21,102.20,0,1
1453661353,49.21,102.20,0,1
1453661354,49.21,102.65,0,1
1453661355,49.21,102.65,0,1
1453661356,49.21,102.20,0,1
1453661357,49.10,102.65,0,1
1453661358,49.21,103.10,0,1
1453661359,49.21,103.55,0,1
1453661360,49.21,103.55,0,1
1453661361,49.21,104.45,0,1
1453661362,49.21,105.80,0,1
1453661363,49.33,105.35,0,1
1453661364,49.21,104.45,0,1
1453661365,49.21,104.90,0,1
1453661366,49.21,105.80,0,1
1453661367,49.21,105.80,0,1
1453661368,49.21,105.35,0,1
1453661369,49.21,105.80,0,1
1453661370,49.33,106.25,0,1
1453661371,49.33,107.15,0,1
1453661372,49.33,107.15,0,1
1453661373,49.33,107.15,0,1
1453661374,49.33,108.05,0,1
1453661375,49.33,108.05,0,1
1453661376,49.33,108.50,0,1
1453661377,49.33,108.50,0,1
1453661378,49.33,109.40,0,1
1453661379,49.33,109.85,0,1
1453661380,49.33,109.85,0,1
1453661381,49.33,109.85,0,1
1453661382,49.33,111.20,0,1
1453661383,49.44,111.20,0,1
1453661384,49.44,110.75,0,1
1453661385,49.33,111.20,0,1
1453661386,49.33,111.20,0,1
1453661387,49.33,110.75,0,1
1453661388,49.44,110.30,0,1
1453661389,49.44,111.65,0,1
1453661390,49.44,112.10,0,1
1453661391,49.44,112.10,0,1
1453661392,49.44,113.00,0,1
1453661393,49.44,113.45,0,1
1453661394,49.44,113.00,0,1
1453661395,49.44,113.45,0,1
1453661396,49.44,113.45,0,1
1453661397,49.44,113.45,0,1
1453661398,49.44,113.90,0,1
1453661399,49.44,113.90,0,1
1453661400,49.44,113.90,0,1
1453661401,49.55,113.90,0,1
1453661402,49.44,113.90,0,1
1453661403,49.55,115.25,0,1
1453661404,49.55,115.25,0,1
1453661405,49.44,114.80,0,1
1453661406,49.55,115.25,0,1
1453661407,49.55,114.80,0,1
1453661408,49.55,115.70,0,1
1453661409,49.55,117.05,0,1
1453661410,49.55,116.15,0,1
1453661411,49.55,117.05,0,1
1453661412,49.66,117.05,0,1
1453661413,49.66,116.60,0,1
1453661414,49.55,117.95,0,1
1453661415,49.66,117.50,0,1
1453661416,49.66,117.50,0,1
1453661417,49.66,117.95,0,1
1453661418,49.66,119.75,0,1
1453661419,49.66,119.75,0,1
1453661420,49.66,119.75,0,1
1453661421,49.66,120.20,0,1
1453661422,49.66,121.55,0,1
1453661423,49.66,120.65,0,1
1453661424,49.66,121.55,0,1
1453661425,49.66,120.65,0,1
1453661426,49.66,121.55,0,1
1453661427,49.66,121.55,0,1
1453661428,49.66,122.00,0,1
1453661429,49.66,121.55,0,1
1453661430,49.66,121.55,0,1
1453661431,49.66,121.55,0,1
1453661432,49.66,122.45,0,1
1453661433,49.66,122.45,0,1
1453661434,49.66,122.90,0,1
1453661435,49.66,123.35,0,1
1453661436,49.66,124.25,0,1
1453661437,49.66,124.25,0,1
1453661438,49.66,124.25,0,1
1453661439,49.66,124.70,0,1
1453661440,49.66,125.15,0,1
1453661441,49.66,125.15,0,1
1453661442,49.66,126.05,0,1
1453661443,49.66,126.50,0,1
1453661444,49.66,126.50,0,1
1453661445,49.66,126.95,0,1
1453661446,49.66,126.95,0,1
